t_ms,aX,aY,aZ,gX_yaw,gY,gZ_roll,sog_kn,cog_deg,roll_raw,amag
# BOOT millis=1200
80452,5.510,0.200,-0.240,3.12,3.31,4.19,26.63,233.8,-2.1,5.52
80492,9.650,-1.090,-0.760,4.38,0.56,5.25,26.63,233.8,6.4,9.74
80532,7.970,-0.870,1.360,4.56,1.25,4.75,26.63,233.8,6.2,8.13
80572,13.540,-1.460,-0.140,3.69,-1.94,4.50,26.63,233.8,6.2,13.62
80612,14.560,1.170,-0.270,4.25,0.19,1.88,26.63,233.8,-4.6,14.61
80652,13.000,0.580,-1.090,3.38,1.75,3.44,26.63,233.8,-2.6,13.06
80692,8.570,-0.900,-1.840,4.19,0.19,3.75,26.63,233.8,6.0,8.81
80732,8.530,0.780,0.630,3.69,1.94,2.56,26.63,233.8,-5.2,8.59
80772,9.580,0.960,3.190,7.00,0.50,-2.50,26.63,233.8,-5.7,10.14
80812,11.450,0.110,2.100,2.50,3.25,1.62,26.63,233.8,-0.6,11.64
80852,11.910,-0.440,2.000,2.12,4.62,2.56,26.63,233.8,2.1,12.08
80892,10.700,-0.590,1.330,4.19,-1.62,1.12,26.63,233.8,3.2,10.80
80932,9.180,-0.620,0.040,6.50,-3.12,0.38,26.07,226.5,3.9,9.20
80972,3.200,0.350,-2.930,8.25,-4.19,1.44,26.07,226.5,-6.2,4.35
81012,5.410,-0.490,1.890,-0.62,-1.94,0.38,26.07,226.5,5.2,5.75
81052,10.950,-1.250,-2.510,8.88,-4.94,2.69,26.07,226.5,6.5,11.30
81092,11.540,-0.140,1.460,3.12,2.25,3.62,26.07,226.5,0.7,11.63
81132,4.400,-0.780,-0.710,4.88,1.00,5.56,26.07,226.5,10.1,4.52
81172,12.220,-1.040,2.730,0.56,2.31,7.12,26.07,226.5,4.9,12.56
81212,13.310,-1.770,1.940,2.69,3.12,4.56,26.07,226.5,7.6,13.57
81252,4.990,-0.150,0.170,4.06,4.38,4.44,26.07,226.5,1.7,5.00
81292,9.040,0.760,2.050,1.38,3.50,1.69,26.07,226.5,-4.8,9.30
81332,5.920,-1.940,2.280,1.62,-0.12,4.56,26.07,226.5,18.1,6.63
81372,9.540,-1.020,1.160,5.06,-2.94,2.94,26.07,226.5,6.1,9.66
81412,11.860,-0.690,2.300,2.06,1.25,4.50,26.07,226.5,3.3,12.10
81452,6.350,0.070,1.350,2.38,0.50,4.06,26.07,226.5,-0.6,6.49
81492,9.980,0.790,0.870,2.31,-0.81,3.12,26.07,226.5,-4.5,10.05
81532,13.050,0.960,0.050,3.12,0.19,3.19,26.07,226.5,-4.2,13.09
81572,11.750,2.170,0.660,4.50,0.62,2.00,26.07,226.5,-10.5,11.97
81612,7.130,0.300,-0.020,3.88,0.50,4.69,26.07,226.5,-2.4,7.14
81652,8.120,1.110,1.070,2.19,1.12,3.25,26.07,226.5,-7.8,8.27
81692,13.410,0.170,1.160,0.12,2.62,3.50,26.07,226.5,-0.7,13.46
81732,8.910,-0.340,-2.130,2.19,3.31,2.25,26.07,226.5,2.2,9.17
81772,7.440,-0.180,1.240,-1.19,5.31,6.31,26.07,226.5,1.4,7.54
81812,7.510,0.860,2.150,-3.19,5.56,4.31,26.07,226.5,-6.5,7.86
81852,13.140,-0.370,0.750,0.06,0.19,2.88,26.07,226.5,1.6,13.17
81892,10.610,-0.860,0.000,1.50,1.75,4.75,26.07,226.5,4.6,10.64
81932,14.390,-1.590,2.340,1.06,-2.00,4.88,26.43,221.2,6.3,14.67
81972,8.420,-0.550,0.360,2.75,-1.94,2.62,26.43,221.2,3.7,8.45
82012,9.550,0.650,-1.810,4.44,-3.19,3.12,26.43,221.2,-3.9,9.74
82052,10.180,1.370,-0.600,0.88,0.88,3.19,26.43,221.2,-7.7,10.29
82092,8.200,1.830,-1.000,0.69,1.06,2.31,26.43,221.2,-12.6,8.46
82132,8.960,2.710,-1.850,-1.06,0.12,2.69,26.43,221.2,-16.8,9.54
82172,8.210,1.720,1.940,-0.88,4.19,2.56,26.43,221.2,-11.8,8.61
82212,7.690,1.610,0.760,-1.81,2.69,3.38,26.43,221.2,-11.8,7.89
82252,10.360,1.160,0.870,-1.50,0.62,3.75,26.43,221.2,-6.4,10.46
82292,11.860,0.990,1.480,0.06,-0.44,4.69,26.43,221.2,-4.8,11.99
82332,10.790,0.460,-0.490,-1.94,-1.38,6.31,26.43,221.2,-2.4,10.81
82372,6.490,0.620,1.580,0.44,-0.75,5.19,26.43,221.2,-5.5,6.71
82412,8.920,0.820,0.230,-1.69,1.00,5.88,26.43,221.2,-5.3,8.96
82452,9.980,0.080,2.730,-3.25,0.50,6.12,26.43,221.2,-0.5,10.35
82492,10.660,1.310,0.290,-0.25,-2.31,4.69,26.43,221.2,-7.0,10.74
82532,9.580,0.500,-1.600,-0.44,-3.25,5.06,26.43,221.2,-3.0,9.73
82572,9.630,-0.140,0.060,-2.25,2.25,5.31,26.43,221.2,0.8,9.63
82612,9.690,-0.290,2.160,-5.31,2.69,7.56,26.43,221.2,1.7,9.93
82652,8.720,0.430,0.630,-2.56,0.19,6.06,26.43,221.2,-2.8,8.75
82692,10.100,-0.070,-1.540,0.56,-2.75,5.50,26.43,221.2,0.4,10.22
82732,9.290,0.830,-0.750,-2.56,-1.44,4.81,26.43,221.2,-5.1,9.36
82772,12.870,1.720,0.210,0.19,-3.75,2.31,26.43,221.2,-7.6,12.99
82812,10.950,0.920,-0.610,-0.75,-2.38,4.62,26.43,221.2,-4.8,11.01
82852,8.470,1.010,0.710,-1.44,-1.12,5.25,26.43,221.2,-6.8,8.56
82892,13.230,0.720,1.020,-2.50,0.88,5.38,26.43,221.2,-3.1,13.29
82932,11.400,-0.810,-1.750,-2.44,-2.44,7.19,26.32,219.2,4.1,11.56
82972,9.010,0.600,0.580,4.38,-7.19,4.94,26.32,219.2,-3.8,9.05
83012,12.890,2.840,1.940,-1.88,0.69,1.00,26.32,219.2,-12.4,13.34
83052,8.120,3.420,-2.440,-2.75,-0.94,0.38,26.32,219.2,-22.8,9.14
83092,8.900,-0.310,1.510,0.88,2.19,3.81,26.32,219.2,2.0,9.03
83132,12.800,2.000,1.950,-7.44,3.62,4.06,26.32,219.2,-8.9,13.10
83172,7.020,1.310,1.820,-1.88,4.06,3.31,26.32,219.2,-10.6,7.37
83212,8.200,0.740,2.560,-7.06,4.06,7.94,26.32,219.2,-5.2,8.62
83252,8.060,1.200,-2.350,-1.88,-1.50,6.00,26.32,219.2,-8.5,8.48
83292,12.950,0.120,0.470,-3.50,2.31,4.62,26.32,219.2,-0.5,12.96
83332,9.460,0.470,0.600,-4.88,-0.25,5.44,26.32,219.2,-2.8,9.49
83372,8.630,0.970,0.370,-2.88,1.06,3.38,26.32,219.2,-6.4,8.69
83412,9.880,0.430,1.560,-6.50,2.38,6.19,26.32,219.2,-2.5,10.01
83452,3.120,0.350,-0.080,-5.44,2.75,6.12,26.32,219.2,-6.4,3.14
83492,12.290,-1.490,1.970,-6.75,1.75,7.31,26.32,219.2,6.9,12.54
83532,6.980,-0.690,-1.040,-4.06,1.25,4.69,26.32,219.2,5.6,7.09
83572,5.650,1.520,1.390,-5.44,-1.00,3.25,26.32,219.2,-15.1,6.01
83612,8.970,0.840,0.310,-6.50,-2.06,6.94,26.32,219.2,-5.3,9.01
83652,7.590,1.310,-1.140,-2.62,-5.31,7.06,26.32,219.2,-9.8,7.79
83692,4.960,-0.120,1.440,-5.94,-3.25,9.31,26.32,219.2,1.4,5.17
83732,18.100,3.230,5.410,-7.81,-1.75,6.94,26.32,219.2,-10.1,19.17
83772,4.380,0.100,-1.660,-5.06,-3.06,7.62,26.32,219.2,-1.3,4.69
83812,11.760,-1.460,0.300,-6.44,-1.62,6.56,26.32,219.2,7.1,11.85
83852,7.440,1.730,-1.280,-5.38,-4.00,5.06,26.32,219.2,-13.1,7.74
83892,7.800,0.500,0.770,-11.94,3.88,2.31,26.32,219.2,-3.7,7.85
83932,7.550,0.270,1.200,-7.12,1.06,6.44,26.26,221.3,-2.0,7.65
83972,12.680,-0.850,1.560,-8.00,-0.50,7.75,26.26,221.3,3.8,12.80
84012,9.190,-0.220,-2.190,-3.69,0.31,6.44,26.26,221.3,1.4,9.45
84052,10.700,-0.180,-1.130,-7.44,4.44,3.75,26.26,221.3,1.0,10.76
84092,14.690,0.950,1.230,-7.12,5.19,0.62,26.26,221.3,-3.7,14.77
84132,12.250,0.770,-0.680,-6.81,4.12,3.44,26.26,221.3,-3.6,12.29
84172,11.260,0.930,0.620,-8.38,6.50,2.81,26.26,221.3,-4.7,11.32
84212,10.740,1.510,-1.780,-4.69,1.62,2.75,26.26,221.3,-8.0,10.99
84252,7.730,0.920,0.560,-6.31,4.06,5.06,26.26,221.3,-6.8,7.80
84292,7.880,0.340,1.110,-10.12,4.31,6.12,26.26,221.3,-2.5,7.97
84332,8.540,0.470,0.590,-5.06,0.38,8.44,26.26,221.3,-3.2,8.57
84372,6.110,-0.890,1.720,-10.06,3.38,10.38,26.26,221.3,8.3,6.41
84412,5.930,-1.040,0.760,-5.94,-3.25,7.12,26.26,221.3,9.9,6.07
84452,7.970,-0.600,-0.360,-8.06,-2.44,5.31,26.26,221.3,4.3,8.00
84492,14.340,-0.940,-0.110,-6.00,-1.50,2.62,26.26,221.3,3.8,14.37
84532,8.080,-0.180,-2.040,-10.06,-0.19,-0.25,26.26,221.3,1.3,8.34
84572,11.240,0.600,0.390,-7.19,-1.19,-2.06,26.26,221.3,-3.1,11.26
84612,12.960,0.210,-0.120,-7.12,-0.69,-0.56,26.26,221.3,-0.9,12.96
84652,7.540,0.230,1.140,-9.81,2.25,0.12,26.26,221.3,-1.7,7.63
84692,9.120,0.650,0.770,-9.81,-2.06,1.44,26.26,221.3,-4.1,9.18
84732,6.790,0.900,1.640,-7.56,-0.62,1.19,26.26,221.3,-7.6,7.04
84772,14.150,-1.390,0.230,-8.75,-3.94,5.62,26.26,221.3,5.6,14.22
84812,4.770,0.280,-0.250,-8.88,2.44,3.00,26.26,221.3,-3.4,4.78
84852,6.590,1.200,1.680,-9.88,4.00,-1.31,26.26,221.3,-10.3,6.91
84892,10.290,0.290,1.570,-8.38,1.44,-1.25,26.26,221.3,-1.6,10.41
84932,12.610,0.120,2.110,-11.12,5.12,-1.81,25.74,226.3,-0.5,12.79
84972,6.850,-0.030,0.510,-10.50,1.62,-2.12,25.74,226.3,0.3,6.87
85012,10.390,-1.030,2.210,-8.31,5.38,-1.06,25.74,226.3,5.7,10.67
85052,8.390,-0.480,0.900,-9.94,5.25,-0.62,25.74,226.3,3.3,8.45
85092,10.710,1.140,0.420,-7.50,4.44,-2.38,25.74,226.3,-6.1,10.78
85132,9.300,0.710,1.510,-8.06,2.38,-2.50,25.74,226.3,-4.4,9.45
85172,12.660,0.860,1.880,-8.69,5.56,0.12,25.74,226.3,-3.9,12.83
85212,8.850,-0.930,-1.410,-10.25,4.50,1.69,25.74,226.3,6.0,9.01
85252,8.440,0.310,0.300,-6.56,1.88,-0.31,25.74,226.3,-2.1,8.45
85292,10.230,1.670,1.230,-8.69,1.88,1.00,25.74,226.3,-9.3,10.44
85332,6.680,0.580,0.970,-8.62,0.94,0.88,25.74,226.3,-5.0,6.77
85372,10.930,0.220,1.670,-8.75,0.62,1.38,25.74,226.3,-1.2,11.06
85412,9.170,-0.490,-0.080,-7.31,0.75,2.44,25.74,226.3,3.1,9.18
85452,10.380,-1.090,0.570,-8.12,2.69,2.69,25.74,226.3,6.0,10.45
85492,9.120,-0.620,-0.680,-7.62,1.00,0.38,25.74,226.3,3.9,9.17
85532,9.660,-0.310,0.000,-7.31,0.50,-0.44,25.74,226.3,1.8,9.66
85572,5.480,-0.710,-1.420,-9.62,2.88,1.94,25.74,226.3,7.4,5.71
85612,10.480,-0.910,-0.110,-9.50,1.00,2.31,25.74,226.3,5.0,10.52
85652,8.120,-0.160,0.320,-9.06,1.19,0.56,25.74,226.3,1.1,8.13
85692,8.780,0.160,1.380,-8.88,1.69,-1.00,25.74,226.3,-1.0,8.89
85732,7.180,-1.010,0.110,-8.50,2.62,0.56,25.74,226.3,8.0,7.25
85772,8.660,1.280,0.600,-7.75,1.06,-3.19,25.74,226.3,-8.4,8.77
85812,6.680,1.930,2.670,-10.06,5.31,-4.75,25.74,226.3,-16.1,7.45
85852,6.740,1.260,1.880,-8.00,0.56,-2.50,25.74,226.3,-10.6,7.11
85892,8.610,0.590,-0.960,-9.56,-2.44,1.00,25.74,226.3,-3.9,8.68
85932,5.270,0.010,0.980,-9.25,-0.75,3.00,26.17,233.3,-0.1,5.36
85972,12.480,-0.350,1.850,-9.50,-0.31,1.81,26.17,233.3,1.6,12.62
86012,9.600,0.930,1.750,-9.44,-0.56,-0.44,26.17,233.3,-5.5,9.80
86052,18.340,-1.370,-0.450,-8.19,-2.38,2.06,26.17,233.3,4.3,18.40
86092,13.080,-0.980,0.040,-6.00,-2.75,-0.75,26.17,233.3,4.3,13.12
86132,8.190,-0.260,-0.180,-12.88,1.44,-3.25,26.17,233.3,1.8,8.20
86172,13.610,1.160,-0.720,-8.31,0.19,-5.12,26.17,233.3,-4.9,13.68
86212,10.550,-0.100,0.840,-10.31,-0.56,-1.88,26.17,233.3,0.5,10.58
86252,11.180,-0.050,-2.280,-4.81,-1.19,-4.25,26.17,233.3,0.3,11.41
86292,12.770,2.090,-0.900,-8.38,0.44,-3.62,26.17,233.3,-9.3,12.97
86332,13.750,1.820,2.570,-8.62,4.44,-0.19,26.17,233.3,-7.5,14.11
86372,9.640,0.960,1.560,-10.81,5.31,-1.75,26.17,233.3,-5.7,9.81
86412,7.400,0.290,-0.700,-7.31,0.75,2.50,26.17,233.3,-2.2,7.44
86452,9.100,0.420,-0.120,-12.12,5.56,4.00,26.17,233.3,-2.6,9.11
86492,12.800,-0.650,1.680,-6.75,-0.75,2.44,26.17,233.3,2.9,12.93
86532,7.970,-1.250,-3.670,-11.50,6.62,1.56,26.17,233.3,8.9,8.86
86572,10.060,0.570,2.150,-10.38,3.31,0.00,26.17,233.3,-3.2,10.30
86612,9.930,0.190,0.220,-10.44,0.88,0.38,26.17,233.3,-1.1,9.93
86652,16.390,0.560,2.040,-9.12,3.75,0.88,26.17,233.3,-2.0,16.53
86692,12.040,0.300,1.440,-10.38,4.44,0.88,26.17,233.3,-1.4,12.13
86732,7.300,0.030,2.870,-9.44,4.50,0.50,26.17,233.3,-0.2,7.84
86772,12.320,-0.340,-0.540,-11.19,3.75,3.12,26.17,233.3,1.6,12.34
86812,10.130,0.380,2.590,-6.94,3.19,0.50,26.17,233.3,-2.1,10.46
86852,8.150,-0.630,-0.910,-10.25,2.75,0.06,26.17,233.3,4.4,8.22
86892,11.620,-0.250,-1.640,-8.81,-0.44,2.31,26.17,233.3,1.2,11.74
86932,6.900,1.830,0.310,-9.75,1.44,-3.06,25.99,241.8,-14.9,7.15
86972,6.380,0.750,1.100,-7.81,-1.88,1.06,25.99,241.8,-6.7,6.52
87012,6.980,-0.900,0.670,-9.12,1.81,1.81,25.99,241.8,7.3,7.07
87052,14.870,-0.930,-0.380,-6.19,-4.75,1.62,25.99,241.8,3.6,14.90
87092,7.180,-0.860,1.090,-11.94,1.50,0.75,25.99,241.8,6.8,7.31
87132,7.150,-1.580,-5.750,-6.50,-1.38,0.44,25.99,241.8,12.5,9.31
87172,13.360,1.290,5.430,-7.69,-3.00,-5.00,25.99,241.8,-5.5,14.48
87212,14.000,1.250,4.790,-6.75,-2.06,-7.50,25.99,241.8,-5.1,14.85
87321,11.080,0.970,1.350,-9.06,-0.19,-3.25,25.99,241.8,-5.0,11.20
87361,7.040,1.480,0.400,-9.31,0.31,-3.38,25.99,241.8,-11.9,7.20
87401,14.640,-0.330,-2.000,-7.88,-2.31,1.88,25.99,241.8,1.3,14.78
87441,15.880,0.030,4.760,-12.62,7.12,-0.94,25.99,241.8,-0.1,16.58
87481,10.810,-0.680,-1.010,-9.31,4.75,-4.00,25.99,241.8,3.6,10.88
87521,9.080,1.080,0.590,-8.88,3.56,-3.62,25.99,241.8,-6.8,9.16
87561,8.610,1.200,0.910,-8.81,4.62,-3.25,25.99,241.8,-7.9,8.74
87601,10.220,1.040,1.190,-9.00,3.31,-1.31,25.99,241.8,-5.8,10.34
87641,6.650,0.690,2.600,-7.00,1.62,0.44,25.99,241.8,-5.9,7.17
87681,7.400,1.330,1.950,-13.69,3.25,2.56,25.99,241.8,-10.2,7.77
87721,0.960,0.470,-2.280,-5.38,-1.88,4.88,25.99,241.8,-26.1,2.52
87761,6.040,-0.530,-0.290,-10.88,3.00,5.25,25.99,241.8,5.0,6.07
87801,14.350,-0.450,0.310,-10.00,1.69,2.81,25.99,241.8,1.8,14.36
87841,11.310,-0.130,3.060,-9.25,5.69,2.19,25.99,241.8,0.7,11.72
87881,8.930,-0.190,-1.750,-5.88,1.19,2.81,25.99,241.8,1.2,9.10
87921,9.760,0.110,0.530,-8.38,2.81,3.75,25.62,251.1,-0.6,9.77
87961,10.530,0.450,-0.490,-6.31,1.56,1.00,25.62,251.1,-2.4,10.55
88001,7.230,0.100,-0.510,-8.81,0.94,3.62,25.62,251.1,-0.8,7.25
88041,9.160,0.460,-0.100,-6.75,-0.44,3.00,25.62,251.1,-2.9,9.17
88081,10.950,-0.710,-0.340,-10.00,6.69,3.06,25.62,251.1,3.7,10.98
88121,5.920,0.110,3.060,-11.31,3.88,5.81,25.62,251.1,-1.1,6.66
88161,8.280,-0.040,2.080,-9.12,2.06,4.06,25.62,251.1,0.3,8.54
88201,11.100,-0.190,2.930,-10.00,1.75,3.31,25.62,251.1,1.0,11.48
88241,5.810,-1.600,1.410,-9.56,6.00,5.00,25.62,251.1,15.4,6.19
88281,6.880,-0.930,-1.510,-7.38,-1.06,2.31,25.62,251.1,7.7,7.10
88321,11.440,-0.830,-0.150,-7.44,1.50,0.69,25.62,251.1,4.1,11.47
88361,14.930,-1.240,1.530,-10.69,3.62,0.62,25.62,251.1,4.7,15.06
88401,6.870,0.710,-0.230,-9.00,7.88,-1.50,25.62,251.1,-5.9,6.91
88441,9.560,-0.370,0.110,-9.00,9.81,-1.75,25.62,251.1,2.2,9.57
88481,13.230,1.170,0.240,-12.94,10.38,-4.00,25.62,251.1,-5.1,13.28
88521,8.020,-0.480,1.770,-10.25,5.94,-3.56,25.62,251.1,3.4,8.23
88561,11.060,0.610,1.260,-8.38,2.88,-2.25,25.62,251.1,-3.2,11.15
88601,7.030,1.180,0.020,-9.81,2.94,-2.31,25.62,251.1,-9.5,7.13
88641,9.010,0.180,4.110,-8.56,4.38,1.12,25.62,251.1,-1.1,9.90
88681,7.570,0.000,0.520,-11.75,1.19,2.62,25.62,251.1,-0.0,7.59
88721,7.870,-0.810,0.890,-7.06,0.75,3.81,25.62,251.1,5.9,7.96
88761,8.500,-0.080,-2.350,-13.19,3.69,0.38,25.62,251.1,0.5,8.82
88801,10.870,-0.350,1.490,-6.50,3.75,-0.81,25.62,251.1,1.8,10.98
88841,10.740,0.910,0.510,-10.25,0.56,-2.69,25.62,251.1,-4.8,10.79
88881,5.180,0.870,0.560,-10.94,3.62,-4.38,25.62,251.1,-9.5,5.28
88921,15.480,-0.390,1.360,-9.94,-2.00,-2.38,25.65,259.5,1.4,15.54
88961,5.780,0.840,-1.340,-6.88,-1.12,-2.06,25.65,259.5,-8.3,5.99
89001,5.790,1.480,-0.420,-9.19,-1.38,-7.81,25.65,259.5,-14.3,5.99
89041,7.370,1.250,-0.140,-7.81,0.19,-5.69,25.65,259.5,-9.6,7.48
89081,6.680,-0.440,-1.090,-8.38,-2.00,-0.44,25.65,259.5,3.8,6.78
89121,9.230,-1.260,0.480,-9.31,0.44,3.19,25.65,259.5,7.8,9.33
89161,10.180,-0.170,-1.100,-9.19,0.50,-1.50,25.65,259.5,1.0,10.24
89201,12.710,-0.050,1.920,-11.69,3.62,-1.19,25.65,259.5,0.2,12.85
89249,12.910,-0.260,0.380,-8.94,0.56,-0.81,25.65,259.5,1.2,12.92
89289,8.220,-0.610,-0.120,-10.00,1.31,-1.00,25.65,259.5,4.2,8.24
89329,10.800,0.580,-1.210,-10.12,-1.06,-1.81,25.65,259.5,-3.1,10.88
89369,7.860,0.410,-2.010,-8.69,1.12,-2.12,25.65,259.5,-3.0,8.12
89409,6.740,-0.670,0.910,-9.50,1.88,0.50,25.65,259.5,5.7,6.83
89449,8.450,0.310,2.160,-11.56,1.50,-1.00,25.65,259.5,-2.1,8.73
89489,9.070,1.190,1.210,-11.38,2.75,-0.19,25.65,259.5,-7.5,9.23
89529,8.300,0.200,2.060,-9.88,4.38,-1.50,25.65,259.5,-1.4,8.55
89569,12.410,-0.420,2.690,-12.81,4.44,0.56,25.65,259.5,1.9,12.71
89609,10.360,-0.660,-1.810,-9.56,-1.38,0.62,25.65,259.5,3.6,10.54
89649,8.180,-1.320,1.010,-10.12,2.56,2.06,25.65,259.5,9.2,8.35
89689,12.200,-0.920,0.810,-10.19,2.38,0.38,25.65,259.5,4.3,12.26
89729,10.050,0.920,-3.080,-6.38,0.56,-2.75,25.65,259.5,-5.2,10.55
89769,14.630,0.670,1.170,-12.50,8.56,-2.75,25.65,259.5,-2.6,14.69
89809,8.170,-0.330,0.460,-9.38,6.06,-1.12,25.65,259.5,2.3,8.19
89849,10.180,0.220,0.660,-10.00,4.19,-1.00,25.65,259.5,-1.2,10.20
89889,7.250,0.410,0.480,-11.31,2.69,1.00,25.65,259.5,-3.2,7.28
89929,8.090,0.860,1.790,-10.31,1.62,1.69,25.47,268.8,-6.1,8.33
89969,11.920,0.460,0.690,-8.38,2.38,3.50,25.47,268.8,-2.2,11.95
90009,7.050,-0.220,1.010,-11.69,2.12,3.06,25.47,268.8,1.8,7.13
90049,12.440,-1.790,0.810,-7.38,1.12,4.12,25.47,268.8,8.2,12.59
90089,9.930,0.220,0.370,-9.94,0.62,2.69,25.47,268.8,-1.3,9.94
90129,10.310,-0.660,0.490,-8.50,-2.50,1.50,25.47,268.8,3.7,10.34
90169,10.560,-0.200,-0.930,-9.81,2.38,1.38,25.47,268.8,1.1,10.60
90209,8.630,0.840,-0.720,-10.69,3.69,1.75,25.47,268.8,-5.6,8.70
90249,6.230,0.530,0.180,-12.81,1.94,1.81,25.47,268.8,-4.9,6.26
90289,8.400,-0.260,2.470,-11.62,8.69,1.25,25.47,268.8,1.8,8.76
90329,10.130,-0.030,2.020,-10.62,5.19,-2.69,25.47,268.8,0.2,10.33
90369,7.670,0.070,-2.280,-11.00,2.38,-1.12,25.47,268.8,-0.5,8.00
90409,8.630,-1.710,-0.270,-8.69,1.62,-0.19,25.47,268.8,11.2,8.80
90449,12.610,-1.350,1.330,-9.62,3.38,0.44,25.47,268.8,6.1,12.75
90489,10.570,-0.790,-0.740,-9.81,3.38,-1.06,25.47,268.8,4.3,10.63
90529,5.790,0.340,-0.520,-10.19,-1.00,-2.38,25.47,268.8,-3.4,5.82
90569,14.600,-1.920,1.440,-9.31,0.88,3.38,25.47,268.8,7.5,14.80
90609,6.620,-2.350,-7.360,-3.06,-1.38,1.56,25.47,268.8,19.5,10.17
90649,21.950,0.720,-0.170,-4.81,0.81,-2.88,25.47,268.8,-1.9,21.96
90689,8.170,-0.600,3.370,-5.69,9.12,-4.94,25.47,268.8,4.2,8.86
90729,13.810,1.300,-0.020,-12.69,5.50,-4.44,25.47,268.8,-5.4,13.87
90769,6.550,1.570,1.080,-5.44,4.38,-4.06,25.47,268.8,-13.5,6.82
90809,9.280,0.680,2.510,-11.38,4.81,-2.12,25.47,268.8,-4.2,9.64
90849,5.700,0.300,0.480,-11.31,2.56,1.69,25.47,268.8,-3.0,5.73
90889,8.280,-0.340,0.410,-12.25,1.44,1.12,25.47,268.8,2.4,8.30
90929,6.580,-0.610,0.430,-7.31,-4.31,3.75,24.74,279.0,5.3,6.62
90969,14.470,-1.250,2.640,-12.00,-0.19,-0.19,24.74,279.0,4.9,14.76
91009,7.180,-0.640,2.050,-12.00,4.88,-4.69,24.74,279.0,5.1,7.49
91049,9.630,-0.190,-0.740,-9.31,2.81,-5.69,24.74,279.0,1.1,9.66
91089,4.900,-0.200,-1.850,-9.12,2.06,-4.12,24.74,279.0,2.3,5.24
91129,9.750,0.740,-2.300,-8.00,6.56,-2.00,24.74,279.0,-4.3,10.04
91169,7.100,0.240,2.440,-15.75,7.44,1.06,24.74,279.0,-1.9,7.51
91209,7.730,-0.930,-1.000,-8.31,0.25,0.69,24.74,279.0,6.9,7.85
91249,13.570,0.660,-0.950,-9.56,2.50,0.81,24.74,279.0,-2.8,13.62
91289,18.600,-1.240,2.870,-9.81,1.69,0.50,24.74,279.0,3.8,18.86
91329,12.200,-0.960,0.390,-9.94,2.94,-0.50,24.74,279.0,4.5,12.24
91369,8.160,-0.020,0.130,-11.44,2.25,0.12,24.74,279.0,0.1,8.16
91409,13.640,0.000,1.420,-7.56,-0.06,-2.56,24.74,279.0,-0.0,13.71
91449,12.770,-0.660,3.060,-10.94,13.38,0.81,24.74,279.0,3.0,13.15
91489,9.360,0.690,-3.990,1.94,-3.50,-5.94,24.74,279.0,-4.2,10.20
91529,9.060,0.510,6.100,-16.56,9.06,-0.94,24.74,279.0,-3.2,10.93
91569,14.750,0.110,-0.830,-8.44,1.06,0.44,24.74,279.0,-0.4,14.77
91609,10.570,-1.560,2.090,-9.19,2.94,1.69,24.74,279.0,8.4,10.89
91649,9.730,-0.300,3.030,-11.75,3.75,1.50,24.74,279.0,1.8,10.20
91689,9.380,-1.070,2.280,-11.00,1.94,4.50,24.74,279.0,6.5,9.71
91729,12.540,-2.130,-0.440,-8.25,4.88,1.69,24.74,279.0,9.6,12.73
91769,9.170,-0.500,1.360,-7.81,0.50,-0.50,24.74,279.0,3.1,9.28
91809,11.520,-0.680,0.240,-10.75,5.06,-1.62,24.74,279.0,3.4,11.54
91849,8.810,0.220,-0.440,-10.81,4.31,0.75,24.74,279.0,-1.4,8.82
91889,7.750,-0.500,-0.780,-8.88,-0.38,1.56,24.74,279.0,3.7,7.81
91929,5.760,0.660,1.800,-7.81,-0.12,0.75,24.84,288.5,-6.5,6.07
91969,11.240,-0.420,-0.020,-9.75,-3.81,0.88,24.84,288.5,2.1,11.25
92009,13.810,-1.050,-6.320,-4.12,-4.69,-0.19,24.84,288.5,4.3,15.22
92049,14.240,-1.230,0.610,-11.56,8.00,-0.06,24.84,288.5,4.9,14.31
92089,14.380,-0.240,2.470,-11.44,5.44,-1.38,24.84,288.5,1.0,14.59
92129,7.960,-0.360,0.750,-8.81,2.44,-1.56,24.84,288.5,2.6,8.00
92169,8.660,0.730,0.770,-6.88,1.50,-2.50,24.84,288.5,-4.8,8.72
92209,9.430,0.570,1.270,-9.12,-1.12,-0.75,24.84,288.5,-3.5,9.53
92252,9.070,-0.270,1.060,-8.38,0.44,1.25,24.84,288.5,1.7,9.14
92292,4.090,-1.270,-2.510,-9.06,1.12,3.12,24.84,288.5,17.3,4.96
92332,11.340,-2.620,-0.200,-11.75,6.25,1.12,24.84,288.5,13.0,11.64
92372,11.330,-0.530,1.120,-6.19,2.00,-3.88,24.84,288.5,2.7,11.40
92412,8.320,0.490,-1.350,-11.94,6.44,-2.25,24.84,288.5,-3.4,8.44
92452,8.250,1.540,0.780,-10.31,4.81,0.06,24.84,288.5,-10.6,8.43
92492,9.870,-1.230,1.470,-9.38,1.94,1.44,24.84,288.5,7.1,10.05
92532,6.700,-1.360,-2.190,-6.31,-1.69,3.38,24.84,288.5,11.5,7.18
92572,9.760,-0.470,2.820,-11.31,3.12,-0.50,24.84,288.5,2.8,10.17
92612,13.990,-1.230,1.150,-10.25,5.31,0.81,24.84,288.5,5.0,14.09
92652,10.750,-2.360,0.510,-8.38,1.25,0.88,24.84,288.5,12.4,11.02
